40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4433333333,40.4432533333,-79.9413888889,-79.9414888889,15.000000
40.4452777778,40.4451977778,-79.9427777778,-79.9428777778,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4455555556,40.4454755556,-79.9425,-79.9426,15.000000
40.4458333333,40.4457533333,-79.9422222222,-79.9423222222,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4455555556,40.4454755556,-79.9422222222,-79.9423222222,15.000000
40.4452777778,40.4451977778,-79.9425,-79.9426,15.000000
40.445,40.44492,-79.9427777778,-79.9428777778,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
40.4461111111,40.4460311111,-79.9419444444,-79.9420444444,15.000000
