40.4458333333,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4433333333,-79.9413888889,15
40.4452777778,-79.9427777778,15
40.4458333333,-79.9422222222,15
40.4458333333,-79.9422222222,15
40.4455555556,-79.9425,15
40.4458333333,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4455555556,-79.9422222222,15
40.4452777778,-79.9425,15
40.445,-79.9427777778,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9422222222,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4461111111,-79.9419444444,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4469444444,-79.9422222222,15
40.4469444444,-79.9422222222,15
40.4472222222,-79.9419444444,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4486111111,-79.9433333333,15
40.4466666667,-79.9425,15
